,campany_name,rating,headquarter,headquarter.1,num_of_locations,pub_or_pri,how long since founded,employees,reviews,salaries,jobs,interviews,Country,continent,latitude,longitude
2514,American Express Global Business Travel ,4.0,"New York,New York + 12 more",New York,13,Private,6,1k-5k Employees (India),115000,950000,51,4,United States of America,Americas,,
2515,Nyati Group ,4.2,"Pune,Maharashtra + 6 more",Pune,7,Private,25,51-200 Employees (India),115000,638000,0,5,India,Asia,20.593684,78.96288
2516,Dev Information Technology ,3.7,"Ahmedabad,Gujarat + 23 more",Ahmedabad,24,Public,25,501-1k Employees (India),115000,632000,6,1,India,Asia,20.593684,78.96288
2517,Walter Bushnell ,3.4,Gurgaon + 26 more,Gurgaon,26,Private,18,51-200 Employees (India),115000,328000,0,4,India,Asia,20.593684,78.96288
2518,PowerSchool India ,4.1,"Folsom,California + 1 more",Folsom,2,Private,15,501-1k Employees (India),115000,1200,74,12,United States of America,Americas,,
2519,Assimilate Solutions ,4.1,"Tucson,Arizona + 7 more",Tucson,8,Private,9,1k-5k Employees (India),115000,821000,20,5,United States of America,Americas,,
2520,Congruex Asia Pacific ,4.1,"Boulder,Colorado + 3 more",Boulder,4,LLC,6,1k-5k Employees (India),115000,751000,12,16,United States of America,Americas,,
2521,Mafatlal Industries ,3.9,"Mumbai,Maharashtra + 7 more",Mumbai,8,Public,109,1k-5k Employees (India),114000,412000,0,5,India,Asia,20.593684,78.96288
2522,CQRA ,4.1,"Pune,Maharashtra + 13 more",Pune,14,Private,18,201-500 Employees (India),114000,476000,2,3,India,Asia,20.593684,78.96288
2523,Thirdware Solutions ,4.3,"Mumbai,Maharashtra + 1 more",Mumbai,2,Private,27,1k-5k Employees (India),114000,978000,12,2,India,Asia,20.593684,78.96288
2524,Varroc Lighting Systems ,3.7,Plymouth + 6 more,Plymouth,6,Private,10,501-1k Employees (India),114000,784000,0,7,United Kingdom,Europe,55.378051,-3.435973
2525,Hero Electric ,4.2,"Gurgaon,Haryana + 17 more",Gurgaon,18,Private,15,501-1k Employees (India),114000,489000,0,5,India,Asia,20.593684,78.96288
2526,Técnicas Reunidas ,4.6,"Madrid,Madrid + 13 more",Madrid,14,Private,50,5k-10k Employees (Global),114000,325000,0,6,Spain,Europe,40.463667,-3.74922
2527,Peninsula Land ,3.9,Mumbai + 7 more,Mumbai,7,Public,25,501-1k Employees (India),114000,379000,2,0,India,Asia,20.593684,78.96288
2528,The Oriental Insurance Co. ,4.2,Mumbai + 48 more,Mumbai,48,,75,10k-50k Employees (India),114000,305000,0,1,India,Asia,20.593684,78.96288
2529,Nielsen Sports ,3.8,"Bangalore,Karnataka + 1 more",Bangalore,2,Private,18,10k-50k Employees (Global),114000,388000,0,2,India,Asia,20.593684,78.96288
2530,Datamatics Financial Services ,3.5,Mumbai + 1 more,Mumbai,1,Private,47,1k-5k Employees (India),114000,378000,0,3,India,Asia,20.593684,78.96288
2531,TC Global ,4.2,Delhi + 17 more,Delhi,17,Private,27,201-500 Employees (India),114000,344000,16,2,India,Asia,20.593684,78.96288
2532,Outworx Solutions ,3.7,"San Jose,California + 13 more",San Jose,14,Private,19,201-500 Employees (India),114000,766000,69,5,United States of America,Americas,,
2533,ARCIS e Services ,3.6,Gurgaon + 8 more,Gurgaon,8,Private,35,201-500 Employees (India),114000,487000,0,1,India,Asia,20.593684,78.96288
2534,Alpha Design Technologies ,4.0,Bangalore + 9 more,Bangalore,9,Private,19,501-1k Employees (India),114000,836000,0,3,India,Asia,20.593684,78.96288
2535,Evoke Technologies ,4.1,"Dayton,Ohio + 1 more",Dayton,2,Private,19,501-1k Employees (India),114000,1400,4,12,United States of America,Americas,,
2536,Fortune Park Hotels ,4.0,Gurgaon + 27 more,Gurgaon,27,Private,27,5k-10k Employees (Global),114000,312000,16,1,India,Asia,20.593684,78.96288
2537,Inland World Logistics ,3.4,"Mumbai,Maharashtra + 31 more",Mumbai,32,Private,40,1k-5k Employees (India),114000,582000,1,2,India,Asia,20.593684,78.96288
2538,Xylem Water Solutions ,4.2,"Rye Brook,New York + 12 more",Rye Brook,13,Private,11,501-1k Employees (India),114000,844000,0,9,United States of America,Americas,,
2539,Goibibo ,4.1,"Gurgaon,Haryana + 15 more",Gurgaon,16,Private,15,1k-5k Employees (India),114000,609000,12,2,India,Asia,20.593684,78.96288
2540,AGC Networks ,3.6,Mumbai + 12 more,Mumbai,12,Public,36,501-1k Employees (India),114000,670000,0,2,India,Asia,20.593684,78.96288
2541,Equinox Labs ,4.1,"Mumbai,Maharashtra + 8 more",Mumbai,9,Private,17,51-200 Employees (India),114000,430000,0,8,India,Asia,20.593684,78.96288
2542,Godawari Power & Ispat ,4.3,"Raipur,Chhattisgarh + 5 more",Raipur,6,Public,23,1k-5k Employees (India),114000,424000,0,2,India,Asia,20.593684,78.96288
2543,Speciality Restaurants ,4.4,"Mumbai,Maharashtra + 11 more",Mumbai,12,Public,31,1k-5k Employees (India),114000,419000,7,2,India,Asia,20.593684,78.96288
2544,Aditya Birla SunLife Asset Management Company ,4.3,Mumbai + 40 more,Mumbai,40,Partnership,28,1k-5k Employees (India),179000,593000,2,12,India,Asia,20.593684,78.96288
2545,iB Hubs ,4.5,Gurgaon + 5 more,Gurgaon,5,Private,6,501-1k Employees (India),125000,168000,0,4,India,Asia,20.593684,78.96288
2546,Podar Jumbo Kids ,4.5,Mumbai + 27 more,Mumbai,27,Private,95,5k-10k Employees (India),113000,409000,0,2,India,Asia,20.593684,78.96288
2547,Intelux Electronics ,3.6,"Pune,Maharashtra + 9 more",Pune,10,Private,26,201-500 Employees (India),113000,450000,0,1,India,Asia,20.593684,78.96288
2548,B9 Beverages ,3.9,"New Delhi,Delhi + 19 more",New Delhi,20,Private,7,501-1k Employees (India),113000,431000,24,2,India,Asia,20.593684,78.96288
2549,Sophos Technologies ,4.1,"Ahmedabad,Gujarat + 6 more",Ahmedabad,7,Private,23,501-1k Employees (India),113000,959000,9,9,India,Asia,20.593684,78.96288
2550,Punjab and Maharashtra Co-operative Bank ,3.8,"Mumbai,Maharashtra + 21 more",Mumbai,22,Public,38,10k-50k Employees (Global),113000,1000,0,0,India,Asia,20.593684,78.96288
2551,Service Master Clean ,4.1,Chicago + 31 more,Chicago,31,,93,1k-5k Employees (India),113000,464000,0,3,United States of America,Americas,,
2552,NLC ,4.4,"Chennai,Tamil Nadu + 5 more",Chennai,6,Private,66,10k-50k Employees (India),113000,411000,0,2,India,Asia,20.593684,78.96288
2553,Adcock Ingram ,3.6,"Abu Dhabi,Gauteng + 9 more",Abu Dhabi,10,,132,201-500 Employees (India),113000,531000,0,3,United Arab Emirates,Asia,23.424076,53.847818
2554,BPL Medical Technologies ,4.1,Bangalore + 20 more,Bangalore,20,Private,55,501-1k Employees (India),113000,538000,0,0,India,Asia,20.593684,78.96288
2555,Cheers Interactive ,3.4,"Utrecht,Albert Heijn + 2 more",Utrecht,3,Private,22,51-200 Employees (India),113000,368000,19,5,Netherlands,Europe,52.132633,5.291266
2556,PurpleTalk ,4.4,"Dallas,Texas + 1 more",Dallas,2,Private,14,501-1k Employees (India),113000,883000,21,6,United States of America,Americas,,
2557,Jeena & Company ,4.2,Mumbai + 22 more,Mumbai,22,Private,122,501-1k Employees (India),113000,414000,14,5,India,Asia,20.593684,78.96288
2558,FICO ,4.0,"San Jose,California + 4 more",San Jose,5,Private,66,1k-5k Employees (India),113000,1300,69,16,United States of America,Americas,,
2559,Chain-Sys ,3.9,"Grand Ledge,MI + 2 more",Grand Ledge,3,Private,24,501-1k Employees (India),113000,1200,1,4,United States of America,Americas,,
2560,Peel-works ,4.2,"Mumbai,Maharashtra + 15 more",Mumbai,16,Private,12,51-200 Employees (India),113000,427000,30,2,India,Asia,20.593684,78.96288
2561,Century Enka ,4.4,Pune + 5 more,Pune,5,Public,57,501-1k Employees (India),113000,537000,1,2,India,Asia,20.593684,78.96288
2562,Prism Johnson Limited - RMC (India) Division ,4.1,Mumbai + 36 more,Mumbai,36,Public,26,501-1k Employees (India),113000,660000,0,8,India,Asia,20.593684,78.96288
2563,ShareChat ,4.4,"Bangalore,Karnataka + 14 more",Bangalore,15,Private,7,1k-5k Employees (India),120000,888000,26,20,India,Asia,20.593684,78.96288
2564,Hiranandani group ,4.3,"Mumbai,Maharashtra + 11 more",Mumbai,12,Private,44,1k-5k Employees (India),112000,496000,0,4,India,Asia,20.593684,78.96288
2565,Saint Gobain Sekurit India ,4.1,Pune + 13 more,Pune,13,Public,49,501-1k Employees (India),112000,499000,0,5,India,Asia,20.593684,78.96288
2566,SSEM ,4.0,Riyadh + 11 more,Riyadh,11,Private,46,1k-5k Employees (Global),112000,211000,0,2,Saudi Arabia,Asia,23.885942,45.079162
2567,More Mega Store ,4.1,"Mumbai,Maharashtra + 23 more",Mumbai,24,,15,11-50 Employees (India),112000,453000,2,5,India,Asia,20.593684,78.96288
2568,Sims Hospital ,4.1,Chennai + 8 more,Chennai,8,Private,10,501-1k Employees (India),112000,556000,1,2,India,Asia,20.593684,78.96288
2569,Target Engineering Construction Company ,3.7,Abu Dhabi + 8 more,Abu,8,Private,47,10k-50k Employees (India),112000,303000,0,5,India,Asia,20.593684,78.96288
2570,Intelliswift Software ,3.4,"Newark,New Jersey + 4 more",Newark,5,Private,21,51-200 Employees (India),112000,1300,66,13,United States of America,Americas,,
2571,Manba Finance ,3.5,"Mumbai,Maharashtra + 12 more",Mumbai,13,Public,26,501-1k Employees (India),112000,546000,5,3,India,Asia,20.593684,78.96288
2572,Flair Writing Instruments ,4.0,"Mumbai,Maharashtra + 20 more",Mumbai,21,,55,51-200 Employees (India),112000,619000,1,2,India,Asia,20.593684,78.96288
2573,Velnik India  ,3.3,"Indore,Madhya Pradesh + 19 more",Indore,20,Private,5,1k-5k Employees (India),112000,672000,0,13,India,Asia,20.593684,78.96288
2574,Zscaler Softech ,4.1,"San Jose,California + 7 more",San Jose,8,Private,14,1k-5k Employees (India),112000,951000,302,8,United States of America,Americas,,
2575,National Institute for Smart Government ,3.5,Delhi + 21 more,Delhi,21,Private,20,201-500 Employees (India),112000,736000,127,10,India,Asia,20.593684,78.96288
2576,Wicked Ride Adventures ,4.0,"Bangalore,Karnataka + 6 more",Bangalore,7,Private,8,51-200 Employees (India),184000,598000,0,1,India,Asia,20.593684,78.96288
2577,Godrej Appliances ,3.7,Mumbai + 32 more,Mumbai,32,Private,64,1k-5k Employees (India),111000,460000,0,2,India,Asia,20.593684,78.96288
2578,Axio ,4.3,"Bangalore,Karnataka + 17 more",Bangalore,18,Private,9,501-1k Employees (India),111000,627000,5,3,India,Asia,20.593684,78.96288
2579,Sahara India Financial Corporation ,3.9,Lucknow + 46 more,Lucknow,46,,35,10k-50k Employees (Global),111000,475000,0,0,India,Asia,20.593684,78.96288
2580,Jindal Worldwide ,3.3,"Ahmedabad,Gujarat + 2 more",Ahmedabad,3,Public,36,1k-5k Employees (India),111000,652000,5,4,India,Asia,20.593684,78.96288
2581,Rehau Polymers ,4.5,Singapore + 11 more,Singapore,11,Private,25,501-1k Employees (India),111000,628000,2,4,Singapore,Asia,1.352083,103.819836
2582,Synophic Systems ,3.7,"Cupertino,California + 22 more",Cupertino,23,Private,21,201-500 Employees (India),111000,556000,12,3,United States of America,Americas,,
2583,HealthSpring ,3.1,"Mumbai,Maharashtra + 13 more",Mumbai,14,Private,12,201-500 Employees (India),111000,358000,1,4,India,Asia,20.593684,78.96288
2584,Furlenco ,3.3,"Bangalore,Karnataka + 12 more",Bangalore,13,Private,10,201-500 Employees (India),111000,648000,22,5,India,Asia,20.593684,78.96288
2585,Makino ,4.1,Mason + 13 more,Mason,13,Private,85,51-200 Employees (India),111000,481000,0,4,United States of America,Americas,,
2586,TI METAL FORMING ,3.8,"Chennai,Tamil Nadu + 8 more",Chennai,9,,57,201-500 Employees (India),111000,480000,0,3,India,Asia,20.593684,78.96288
2587,Hermes I Tickets ,4.3,"Chennai,Tamil Nadu + 15 more",Chennai,16,Private,16,1 Lakh+ Employees (India),111000,390000,0,0,India,Asia,20.593684,78.96288
2588,Parle Elizabeth Tools ,3.6,Mumbai + 6 more,Mumbai,6,,14,201-500 Employees (India),111000,593000,1,5,India,Asia,20.593684,78.96288
2589,Chemtrols Industries ,4.0,"Mumbai,Maharashtra + 17 more",Mumbai,18,Private,47,201-500 Employees (India),111000,390000,1,1,India,Asia,20.593684,78.96288
2590,Sakal Media Group ,3.8,"Pune,Maharashtra + 18 more",Pune,19,Private,90,1k-5k Employees (India),111000,472000,4,2,India,Asia,20.593684,78.96288
2591,ITC Wills Lifestyle ,4.3,"Mumbai,Maharashtra + 32 more",Mumbai,33,Public,112,201-500 Employees (Global),111000,283000,0,1,India,Asia,20.593684,78.96288
2592,Harita Techserv ,3.5,"Chennai,Tamil Nadu + 7 more",Chennai,8,Public,26,51-200 Employees (India),111000,651000,8,9,India,Asia,20.593684,78.96288
2593,Ramee Group of Hotels ,3.5,Dubai + 8 more,Dubai,8,Private,37,51-200 Employees (India),111000,403000,0,2,United Arab Emirates,Asia,23.424076,53.847818
2594,MAQ Software ,3.0,Redmond + 3 more,Redmond,3,Private,22,501-1k Employees (India),111000,1200,7,23,United States of America,Americas,,
2595,Kiran Motors ,4.0,"Ahmedabad,Gujarat + 9 more",Ahmedabad,10,Private,36,501-1k Employees (Global),111000,418000,0,0,India,Asia,20.593684,78.96288
2596,SECON Private Limited Bangalore INDIA ,3.5,Bangalore + 11 more,Bangalore,11,Private,41,201-500 Employees (India),111000,393000,5,2,India,Asia,20.593684,78.96288
2597,Toyota Financial Services ,4.0,Chandler + 21 more,Chandler,21,Public,39,201-500 Employees (India),111000,483000,0,3,United States of America,Americas,,
2598,V2 Solutions ,4.3,"Santa Clara,California + 6 more",Santa Clara,7,Private,19,501-1k Employees (India),111000,639000,37,3,Cuba,Americas,21.521757,-77.781167
2599,MindCraft Software ,3.8,"Mumbai,Maharashtra + 3 more",Mumbai,4,Private,20,501-1k Employees (India),111000,916000,31,3,India,Asia,20.593684,78.96288
2600,Centelon ,4.5,Melbourne + 6 more,Melbourne,6,LLP,6,51-200 Employees (India),111000,194000,0,3,Australia,Oceania,-25.274398,133.775136
2601,AL JABER GROUP ,4.5,Abu Dhabi + 12 more,Abu,12,Private,52,1k-5k Employees (India),111000,155000,0,4,India,Asia,20.593684,78.96288
2602,Teamspace Financial Services ,4.3,"Mumbai,Maharashtra + 40 more",Mumbai,41,Private,18,201-500 Employees (India),111000,571000,22,2,India,Asia,20.593684,78.96288
2603,Bell Finvest ,2.6,"Mumbai,Maharashtra + 44 more",Mumbai,45,Public,28,51-200 Employees (India),110000,239000,0,0,India,Asia,20.593684,78.96288
2604,United Nations Development Programme ,4.4,"New York,New York + 28 more",New York,29,Public,57,201-500 Employees (India),110000,335000,9,10,United States of America,Americas,,
2605,Suzlon Gujarat Wind Park ,4.5,Pune + 18 more,Pune,18,Private,27,5k-10k Employees (India),110000,332000,0,4,India,Asia,20.593684,78.96288
2606,Atmecs Technologies ,3.9,"Santa Clara,California + 2 more",Santa Clara,3,Private,9,501-1k Employees (India),110000,1300,36,7,Cuba,Americas,21.521757,-77.781167
2607,G.S.E.C ,3.9,Ahmedabad + 10 more,Ahmedabad,10,Private,57,51-200 Employees (India),110000,317000,0,0,India,Asia,20.593684,78.96288
2608,Kalyan Toll Infrastructure ,4.1,"Indore,Madhya Pradesh + 17 more",Indore,18,Private,20,51-200 Employees (India),110000,541000,0,3,India,Asia,20.593684,78.96288
2609,Protiviti India Member ,3.3,"Menlo Park,California + 14 more",Menlo Park,15,Private,74,501-1k Employees (India),110000,1000,5,4,United States of America,Americas,,
2610,MKCL ,4.1,Pune + 22 more,Pune,22,Government,21,1k-5k Employees (India),110000,621000,0,6,India,Asia,20.593684,78.96288
2611,CDM Smith ,4.2,Boston + 22 more,Boston,22,Private,75,501-1k Employees (India),110000,342000,7,3,United States of America,Americas,,
2612,CARE Ratings ,3.1,Mumbai + 13 more,Mumbai,13,Public,29,501-1k Employees (India),110000,686000,1,5,India,Asia,20.593684,78.96288
2613,Ginger Hotels ,4.3,Mumbai + 31 more,Mumbai,31,Private,19,501-1k Employees (India),110000,460000,8,1,India,Asia,20.593684,78.96288
2614,HEUBACH Colour ,4.0,Vadodara + 9 more,Vadodara,9,Private,28,51-200 Employees (India),110000,508000,2,5,India,Asia,20.593684,78.96288
2615,Fabtech Projects & Engineers ,4.2,"Pune,Maharashtra + 6 more",Pune,7,Private,30,201-500 Employees (India),110000,590000,1,1,India,Asia,20.593684,78.96288
2616,Gini & Jony ,3.5,"Mumbai,Maharashtra + 24 more",Mumbai,25,Private,42,501-1k Employees (India),110000,378000,0,4,India,Asia,20.593684,78.96288
2617,Faber India ,4.3,Pune + 24 more,Pune,24,Private,67,201-500 Employees (India),109000,540000,0,5,India,Asia,20.593684,78.96288
2618,Mayur Uniquoters ,4.1,"Jaipur,Rajasthan + 3 more",Jaipur,4,Public,30,501-1k Employees (India),109000,617000,25,2,India,Asia,20.593684,78.96288
2619,Bliss Gvs Pharma ,3.3,"Mumbai,Maharashtra + 5 more",Mumbai,6,Public,38,501-1k Employees (India),109000,828000,4,7,India,Asia,20.593684,78.96288
2620,Savex Technologies ,4.5,Mumbai + 30 more,Mumbai,30,,36,1k-5k Employees (India),109000,608000,0,1,India,Asia,20.593684,78.96288
2621,Kinapse ,4.3,Farnborough + 3 more,Farnborough,3,Private,17,51-200 Employees (India),109000,353000,1,2,United Kingdom,Europe,55.378051,-3.435973
2622,Kaefer ,4.2,Bremen + 11 more,Bremen,11,Private,104,51-200 Employees (India),109000,238000,0,2,Germany,Europe,51.165691,10.451526
2623,InnovAccer ,3.5,"San Francisco,California + 2 more",San Francisco,3,Private,8,501-1k Employees (India),109000,1300,134,15,United States of America,Americas,,
2624,Light Microfinance ,4.0,"Ahmedabad,Gujarat + 45 more",Ahmedabad,46,Private,28,1k-5k Employees (India),109000,428000,1,6,India,Asia,20.593684,78.96288
2625,J.K. Helene Curtis ,4.0,Mumbai + 30 more,Mumbai,30,Private,58,51-200 Employees (India),109000,282000,0,0,India,Asia,20.593684,78.96288
2626,Chemie-Tech Projects ,3.4,Sharjah + 12 more,Sharjah,12,Private,25,51-200 Employees (India),109000,449000,0,3,United Arab Emirates,Asia,23.424076,53.847818
2627,Capillary Technologies ,4.0,"Singapore,Singapore + 3 more",Singapore,4,Private,14,501-1k Employees (India),109000,1100,2,4,Singapore,Asia,1.352083,103.819836
2628,Serdia Pharmaceuticals ,3.9,"Mumbai,Maharashtra + 20 more",Mumbai,21,Private,36,501-1k Employees (India),109000,356000,0,4,India,Asia,20.593684,78.96288
2629,UFO Moviez ,4.1,"Mumbai,Maharashtra + 26 more",Mumbai,27,Public,17,201-500 Employees (India),109000,485000,13,2,India,Asia,20.593684,78.96288
2630,Apollo Speciality Hospital ,4.2,Chennai + 18 more,Chennai,18,Public,39,10k-50k Employees (India),109000,430000,3,1,India,Asia,20.593684,78.96288
2631,Kriti Industries ,4.0,Indore + 19 more,Indore,19,Public,39,501-1k Employees (India),109000,392000,0,6,India,Asia,20.593684,78.96288
2632,Chowgule Industries ,3.9,Goa + 10 more,Goa,10,,36,51-200 Employees (India),109000,477000,0,1,Philippines,Asia,12.879721,121.774017
2633,Fujitec ,4.1,Hikone + 14 more,Hikone,14,Public,12,51-200 Employees (India),109000,557000,0,2,Japan,Asia,36.204824,138.252924
2634,Laxmi-Agni Components and Forging ,3.5,Aurangabad,Aurangabad,1,,23,201-500 Employees (India),109000,380000,0,4,India,Asia,20.593684,78.96288
2635,	Ameyo ,3.5,"Gurgaon,Haryana + 6 more",Gurgaon,7,Private,19,201-500 Employees (India),109000,711000,16,12,India,Asia,20.593684,78.96288
2636,Mahindra Retail ,3.9,"Bangalore,Karnataka + 31 more",Bangalore,32,Private,15,1 Lakh+ Employees (India),29700,253000,0,1,India,Asia,20.593684,78.96288
2637,CIMS Hospital ,4.1,"Ahmedabad,Gujarat + 5 more",Ahmedabad,6,Private,12,201-500 Employees (India),108000,335000,0,3,India,Asia,20.593684,78.96288
2638,Epson ,4.4,Suwa + 36 more,Suwa,36,,80,501-1k Employees (India),108000,408000,0,2,Japan,Asia,36.204824,138.252924
2639,Maschio Gaspardo ,3.8,"Pune,Maharashtra + 11 more",Pune,12,Private,58,201-500 Employees (India),108000,449000,0,5,India,Asia,20.593684,78.96288
2640,G7 CR Technologies ,3.3,Bangalore + 1 more,Bangalore,1,Private,10,51-200 Employees (India),108000,431000,20,8,India,Asia,20.593684,78.96288
2641,Emerald Jewel Industry India ,4.1,"Coimbatore,Tamil Nadu + 7 more",Coimbatore,8,Public,38,51-200 Employees (India),108000,679000,7,7,India,Asia,20.593684,78.96288
2642,Medline Industries ,4.2,"Northfield,Illinois + 3 more",Northfield,4,Private,56,201-500 Employees (India),108000,1000,47,8,United States of America,Americas,,
2643,DCW ,4.0,"Mumbai,Maharashtra + 7 more",Mumbai,8,Public,97,1k-5k Employees (India),108000,406000,0,5,India,Asia,20.593684,78.96288
2644,Matrix ComSec ,3.6,Vadodara + 4 more,Vadodara,4,Private,31,501-1k Employees (India),108000,794000,0,3,India,Asia,20.593684,78.96288
